,year,title
194,2022,Pathogenomes and variations in Shiga toxin production among geographically distinct clones of Escherichia coli O113:H21
195,2022,Multidrug resistance from a one health perspective in Ethiopia: A systematic review and meta-analysis of literature (2015–2020)
196,2022,Galaxy: A Decade of Realising CWFR Concepts
197,2022,Mashup: making serverless computing useful for HPC workflows via hybrid execution
198,2022,A hidden layer of structural variation in transposable elements reveals potential genetic modifiers in human disease-risk loci
199,2022,iNAP: An integrated network analysis pipeline for microbiome studies
200,2022,A collaborative semantic-based provenance management platform for reproducibility
201,2022,A Workflow Architecture for Cloud-based Distributed Simulation
202,2022,Juvenile hormone as a causal factor for maternal regulation of diapause in a wasp.
203,2022,Taxonomic Refinement of Xanthomonas arboricola.
204,2022,Global mapping of RNA G-quadruplexes (G4-RNAs) using G4RP-seq
205,2022,Glioblastoma stem cells express non‐canonical proteins and exclusive mesenchymal‐like or non‐mesenchymal‐like protein signatures
206,2022,Seaweeds influence oyster microbiota and disease susceptibility.
207,2022,A data management infrastructure for the integration of imaging and omics data in life sciences
208,2022,Structure-based knowledge acquisition from electronic lab notebooks for research data provenance documentation
209,2022,NGSEP 4: Efficient and Accurate Identification of Orthogroups and Whole-Genome Alignment
210,2022,Data Integration Challenges for Machine Learning in Precision Medicine
211,2022,Ribosome slowdown triggers codon‐mediated mRNA decay independently of ribosome quality control
212,2022,End-to-End provenance representation for the understandability and reproducibility of scientific experiments using a semantic approach
213,2022,"Inverting the model of genomics data sharing with the NHGRI Genomic Data Science Analysis, Visualization, and Informatics Lab-space"
214,2022,Identification of an Amylomaltase from the Halophilic Archaeon Haloquadratum walsbyi by Functional Metagenomics: Structural and Functional Insights
215,2022,Effects of Turning Frequency on Ammonia Emission during the Composting of Chicken Manure and Soybean Straw
216,2021,"SARS-CoV-2 Circulation, Guinea, March 2020–July 2021"
217,2021,BioImageIT: Open-source framework for integration of image data-management with analysis
218,2021,Transcriptome Analysis of Eucalyptus grandis Implicates Brassinosteroid Signaling in Defense Against Myrtle Rust (Austropuccinia psidii)
219,2021,"Reasons, challenges, and some tools for doing reproducible transportation research"
220,2021,Elevated loading rates as a low operational intensity and small land footprint design strategy to achieve partial nitritation
221,2021,Exploring DNA preservation and taxonomic diversity in postmedieval human tooth samples in Latvia
222,2021,"ProMetIS, deep phenotyping of mouse models by combined proteomics and metabolomics analysis"
223,2021,Tracking Systems Used to Monitor the Performance and Activity Profile in Elite Team Sports
224,2021,Hidden biases in germline structural variant detection
225,2021,The reproducibility of programming-related issues in Stack Overflow questions
226,2021,NGSpop: A desktop software that supports population studies by identifying sequence variations from next-generation sequencing data
227,2021,Whole‐exome sequencing and adrenocorticotropic hormone therapy in individuals with infantile spasms
228,2021,"Genomic, biochemical, and phylogenetic evaluation of bacteria isolated from deep-sea sediment harboring methane hydrates"
229,2021,User-friendly Composition of FAIR Workflows in a Notebook Environment
230,2021,"Self-inactivating, all-in-one AAV vectors for precision Cas9 genome editing via homology-directed repair in vivo"
231,2021,Using Genome Scale Mutant Libraries to Identify Essential Genes.
232,2021,Bioinformatics of Human Genetic Disease Studies
233,2021,Data Management
234,2021,Screening and Analysis of Potential Genes for DNA Damage Repair and Apoptotic Signal in iPSCs Based on CRISPR–Cas9 System
235,2021,Genetic landscape of T cells identifies synthetic lethality for T-ALL
236,2021,Transcriptome profiling of pepper leaves by RNA-Seq during an incompatible and a compatible pepper-tobamovirus interaction
237,2021,Album: a framework for scientific data processing with software solutions of heterogeneous tools
238,2021,The Arabidopsis mature endosperm promotes seedling cuticle formation via release of sulfated peptides.
239,2021,Pan-Genome of the Genus Streptomyces and Prioritization of Biosynthetic Gene Clusters With Potential to Produce Antibiotic Compounds
240,2021,"Reproducible, scalable, and shareable analysis pipelines with bioinformatics workflow managers"
241,2021,Reusing Interactive Analysis Workflows
242,2021,Disruption of fish gut microbiota composition and holobiont’s metabolome by cyanobacterial blooms
243,2021,Perspectives on automated composition of workflows in the life sciences
244,2021,Microbial characteristics of the leachate contaminated soil of an informal landfill site.
245,2021,Extreme Scale Survey Simulation with Python Workflows
246,2021,Demonstration of an aggregated biomarker response approach to assess the impact of point and diffuse contaminant sources in feral fish in a small river case study.
247,2021,Risk‐Based Wellhead Protection Decision Support: A Repeatable Workflow Approach
248,2021,Uptake of xenobiotic milk induces microRNA profile changes in the neonate intestine
249,2021,Toxin Induction or Inhibition of Transcription or Translation Posttreatment Increases Persistence to Fluoroquinolones
250,2021,Generating aptamers towards human sperm cells using massively parallel sequencing
251,2021,Laboratory Forensics for Open Science Readiness: an Investigative Approach to Research Data Management
252,2021,Impact of Dietary Isoflavone Supplementation on the Fecal Microbiota and Its Metabolites in Postmenopausal Women
253,2021,DOME: recommendations for supervised machine learning validation in biology
254,2021,PEGR: a flexible management platform for reproducible epigenomic and genomic research
255,2021,"Individual differences in members of Actinobacteria, Bacteroidetes, and Firmicutes is associated with resistance or vulnerability to addiction-like behaviors in heterogeneous stock rats"
256,2021,The gut microbiome is associated with cocaine behavior and predicts addiction vulnerability in adult male rats
257,2021,gmxapi: A GROMACS-native Python interface for molecular dynamics with ensemble and plugin support
258,2021,Refatorando um Pipeline de Bioinformática: Um Estudo de Caso para Análise de Amplicons
259,2021,Combining Genome-Wide Gene Expression Analysis (RNA-seq) and a Gene Editing Platform (CRISPR-Cas9) to Uncover the Selectively Pro-oxidant Activity of Aurone Compounds Against Candida albicans
260,2021,Experiences with Integrating Custos SecurityServices
261,2021,Oceanographic structure and seasonal variation contribute to high heterogeneity in mesozooplankton over small spatial scales
262,2021,The Practice of Ensuring Repeatable and Reproducible Computational Models
263,2021,"A Mechanically Transmitted DNA Mycovirus Is Targeted by the Defence Machinery of Its Host, Botrytis cinerea"
264,2021,A Data Centre Configurable Data Mining Document Management Information System
265,2021,Evidence of Immune Modulators in the Secretome of the Equine Tapeworm Anoplocephala perfoliata
266,2021,JetGene: Internet Resource for Analysis of Regulatory Regions or Nucleotide Contexts in Differentially Translated Plant Transcripts
267,2021,Duplication and Functional Divergence of Branched-Chain Amino Acid Biosynthesis Genes in Aspergillus nidulans
268,2021,Exploring the signature gut and oral microbiome in individuals of specific Ayurveda prakriti
269,2021,DIVIS: Integrated and Customizable Pipeline for Cancer Genome Sequencing Analysis and Interpretation
270,2021,STENCIL: A web templating engine for visualizing and sharing life science datasets
271,2021,Submucosal microbiome of peri‐implant sites: A cross‐sectional study
272,2021,Introduction to Freva – A Free Evaluation System Framework for Earth System Modeling
273,2021,Biostatistical prediction of genes essential for growth of Anaplasma phagocytophilum in a human promyelocytic cell line using a random transposon mutant library.
274,2021,Strategy for detecting off-target sites in genome-edited rice
275,2021,Multi-Omics Model Applied to Cancer Genetics
276,2021,Gut microbiota composition in health-care facility-and community-onset diarrheic patients with Clostridioides difficile infection
277,2021,Whole-Exome Analysis Reveals X-linked Recessive Mutations underlying Premature Ovarian Failure Using Galaxy Platform
278,2021,"Reasons, Challenges and Some Tools for Doing Reproducible Research in Transportation Research"
279,2021,Transient ribosome slowdown at the decoding step triggers mRNA degradation independent of Znf598 in zebrafish
280,2021,"The Independent and Shared Transcriptomic Response to UVA, UVB and Oxidative Stress in the Cyanobacterium Nostoc punctiforme ATCC 29133"
281,2021,Enteric mesenchymal cells support the growth of postnatal enteric neural stem cells
282,2021,No pre-zygotic isolation mechanisms between Schistosoma haematobium and Schistosoma bovis parasites: From mating interactions to differential gene expression
283,2021,Comparative Analysis of Traditional and Modern Fermentation for Xuecai and Correlations Between Volatile Flavor Compounds and Bacterial Community
284,2021,"A survey of domains in workflow scheduling in computing infrastructures: Community and keyword analysis, emerging trends, and taxonomies"
285,2021,"Inverting the model of genomics data sharing with the NHGRI Genomic Data Science Analysis, Visualization, and Informatics Lab-space (AnVIL)"
286,2021,Understanding experiments and research practices for reproducibility: an exploratory study
287,2021,"Identification and characterization of repetitive DNA in the genus Didelphis Linnaeus, 1758 (Didelphimorphia, Didelphidae) and the use of satellite DNAs as phylogenetic markers"
288,2021,Identification of new candidate genes for spina bifida through exome sequencing
289,2021,Nuclear localisation of West Nile virus NS5 protein modulates host gene expression.
290,2021,Executing cyclic scientific workflows in the cloud
291,2021,"cellxgene: a performant, scalable exploration platform for high dimensional sparse matrices"
292,2021,Skeletal muscle-specific Keap1 disruption modulates fatty acid utilization and enhances exercise capacity in female mice
293,2021,An efficient pattern-based approach for workflow supporting large-scale science: The DagOnStar experience
294,2021,Heat resistance and genomics of spoilage Alicyclobacillus spp. Isolated from fruit juice and fruit-based beverages.
295,2021,Semantic tools for development of high-level interactive applications for supercomputers
296,2021,Testcrosses are an efficient strategy for identifying cis-regulatory variation: Bayesian analysis of allele-specific expression (BayesASE)
297,2021,Freely accessible ready to use global infrastructure for SARS-CoV-2 monitoring
298,2021,Whole genome resequencing data enables a targeted SNP panel for conservation and aquaculture of Oreochromis cichlid fishes
299,2021,Host habitat is the major determinant of the gut microbiome of fish
300,2021,Epigenetic evidence of an Ac/Dc axis by VPA and SAHA
301,2021,Germline masculinization by Phf7 in D. melanogaster requires its evolutionarily novel C-terminus and the HP1-family protein HP1D3csd
302,2021,A diet-specific microbiota drives Salmonella Typhimurium to adapt its in vivo response to plant-derived substrates
303,2021,Polychlorinated biphenyls altered gut microbiome in CAR and PXR knockout mice exhibiting toxicant-associated steatohepatitis
304,2021,Methylation of rRNA as a host defense against rampant group II intron retrotransposition
305,2021,"Metabolic, Organoleptic and Transcriptomic Impact of Saccharomyces cerevisiae Genes Involved in the Biosynthesis of Linear and Substituted Esters"
306,2021,Cyanide Hydratase Modification Using Computational Design and Docking Analysis for Improved Binding Affinity in Cyanide Detoxification
307,2021,Differences in intestinal microbiota profiling after upper and lower gastrointestinal surgery
308,2021,An Assessment of Football Through the Lens of Data Science
309,2021,"Mineralosphere Microbiome Leading to Changed Geochemical Properties of Sedimentary Rocks from Aiqigou Mud Volcano, Northwest China"
310,2021,Fog-based architecture for scheduling multiple workflows with high availability requirement
311,2021,Temporal Dynamics of Chronic Inflammation on the Cecal Microbiota in IL-10-/- Mice
312,2021,A workflow language for research e-infrastructures
313,2021,GalaxyTrakr: a distributed analysis tool for public health whole genome sequence data accessible to non-bioinformaticians
